1.90178,13.5626
3.20326,14.7384
5.22341,14.8068
6.942,15.0645
8.8084,15.5745
10.1883,14.9578
10.8225,12.5725
11.0229,10.1656
11.592,8.7584
12.0397,6.33697
12.2541,4.37482
13.2559,3.65398
13.4705,2.98975
13.6766,1.01569
13.9486,-0.129026
13.5146,-1.72958
13.9093,-4.10206
15.5314,-5.67639
16.5884,-6.2964
18.4522,-6.3164
21.2649,-5.99427
23.2057,-4.47987
25.0574,-3.98208
26.9311,-3.78093
28.2604,-3.65857
29.9127,-2.66088
30.7759,-1.64488
29.9462,-0.694345
29.7227,1.11152
29.7008,3.74171
28.5425,5.11017
26.0186,4.61228
23.7496,4.11172
22.0985,4.01569
20.0543,3.4181
18.126,2.45464
16.8119,2.83758
15.9936,4.26028
14.9643,6.78737
13.8798,8.61431
13.2104,9.87935
12.8912,12.0756
10.6991,14.6539
8.53781,15.3703
6.75585,15.0878
5.81107,14.9028
3.88775,14.3843
2.5263,13.0551
